Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
time,q1_l,q1_r,q2_l,q2_r,ZMPx,ZMPy,CoMx,CoMy,CoMz
0.0,-9.710995236267613e-9,-9.710995236267613e-9,2.1073424255447017e-8,2.1073424255447017e-8,0.0,1.18,0.0,1.18,0.23159287720883517
0.02,-0.002152041029588101,-0.002152041029588101,0.0046700548701355225,0.0046700548701355225,0.0,1.18,0.0,1.1799926424343186,0.2315915983056149
0.04,-0.0042983250866299024,-0.0042983250866299024,0.009327621055756666,0.009327621055756666,0.0,1.18,0.0,1.1799493833242678,0.23158777527406338
0.06,-0.006438841569847275,-0.006438841569847275,0.013972679769196743,0.013972679769196743,0.0,1.18,0.0,1.179870015102896,0.2315814286313446
0.08,-0.008573579799314883,-0.008573579799314883,0.018605211983921444,0.018605211983921444,0.0,1.18,0.0,1.1797732833556864,0.2315725788946225
0.1,-0.010702529016172906,-0.010702529016172906,0.02322519843436284,0.02322519843436284,0.0,1.18,0.0,1.179678762230043,0.231561246581061
0.12,-0.012825678381971949,-0.012825678381971949,0.02783261961494149,0.02783261961494149,0.0,1.18,0.0,1.1795996524944699,0.23154745220782413
0.14,-0.014943016978134945,-0.014943016978134945,0.032427455779334716,0.032427455779334716,0.0,1.18,0.0,1.1795418377395073,0.23153121629207585
0.16,-0.017054533805391674,-0.017054533805391674,0.037009686939687376,0.037009686939687376,0.0,1.18,0.0,1.1795056683019547,0.23151255935098008
0.18,-0.019160217783298357,-0.019160217783298357,0.041579292865984295,0.041579292865984295,0.0,1.18,0.0,1.1794883341844156,0.2314915019017008
0.2,-0.02126005774958642,-0.02126005774958642,0.04613625308504743,0.04613625308504743,0.0,1.18,0.0,1.1794858149396248,0.23146806446140197
0.22,-0.023354042459709835,-0.023354042459709835,0.05068054687996677,0.05068054687996677,0.0,1.18,0.0,1.1794941158644863,0.23144226754724756
0.24,-0.02544216058619445,-0.02544216058619445,0.05521215328907599,0.05521215328907599,0.0,1.18,0.0,1.1795098667986508,0.23141413167640154
0.26,-0.027524400718109632,-0.027524400718109632,0.05973105110520446,0.05973105110520446,0.0,1.18,0.0,1.1795304867989729,0.23138367736602783
0.28,-0.02960075136049926,-0.02960075136049926,0.06423721887481547,0.06423721887481547,0.0,1.18,0.0,1.179554114682927,0.23135092513329042
0.3,-0.031671200933814835,-0.031671200933814835,0.0687306348971579,0.0687306348971579,0.0,1.18,0.0,1.179579450626395,0.23131589549535328
0.32,-0.03373573777332039,-0.03373573777332039,0.07321127722333778,0.07321127722333778,0.0,1.18,0.0,1.1796055930325497,0.23127860896938035
0.34,-0.035794350128503835,-0.035794350128503835,0.07767912365540099,0.07767912365540099,0.0,1.18,0.0,1.1796319076611976,0.23123908607253563
0.36,-0.03784702616250825,-0.03784702616250825,0.08213415174545524,0.08213415174545524,0.0,1.18,0.0,1.1796579368888165,0.23119734732198302
0.38,-0.039893753951532586,-0.039893753951532586,0.08657633879471376,0.08657633879471376,0.0,1.18,0.0,1.1796833429096771,0.23115341323488656
0.4,-0.041934521484227556,-0.041934521484227556,0.09100566185252355,0.09100566185252355,0.0,1.18,0.0,1.1797078744605212,0.23110730432841015
0.42,-0.04396931666110388,-0.04396931666110388,0.09542209771541518,0.09542209771541518,0.0,1.18,0.0,1.1797313475369686,0.23105904111971773
0.44,-0.04599812729390907,-0.04599812729390907,0.09982562292607683,0.09982562292607683,0.0,1.18,0.0,1.179753633307722,0.23100864412597336
0.46,-0.04802094110503238,-0.04802094110503238,0.10421621377238374,0.10421621377238374,0.0,1.18,0.0,1.1797746492135743,0.2309561338643409
0.48,-0.050037745726874694,-0.050037745726874694,0.10859384628634461,0.10859384628634461,0.0,1.18,0.0,1.1797943513184903,0.2309015308519844
0.5,-0.05204852870122413,-0.05204852870122413,0.11295849624305565,0.11295849624305565,0.0,1.18,0.0,1.179812727242815,0.23084485560606774
0.52,-0.05405327747863111,-0.05405327747863111,0.1173101391596446,0.1173101391596446,0.0,1.18,0.0,1.1798297896211178,0.23078612864375492
0.54,-0.05605197941775865,-0.05605197941775865,0.12164875029415963,0.12164875029415963,0.0,1.18,0.0,1.1798455702270112,0.2307253704822099
0.56,-0.05804462178476083,-0.05804462178476083,0.1259743046445102,0.1259743046445102,0.0,1.18,0.0,1.1798601148978045,0.23066260163859664
0.58,-0.06003119175262119,-0.06003119175262119,0.13028677694731824,0.13028677694731824,0.0,1.18,0.0,1.1798734793089816,0.23059784263007913
0.6,-0.06201167640049293,-0.06201167640049293,0.13458614167676383,0.13458614167676383,0.0,1.18,0.0,1.1798857255651207,0.23053111397382128
0.62,-0.06398606271304749,-0.06398606271304749,0.13887237304344785,0.13887237304344785,0.0,1.18,0.0,1.1798969195184192,0.23046243618698709
0.64,-0.0659543375797965,-0.0659543375797965,0.1431454449931908,0.1431454449931908,0.0,1.18,0.0,1.1799071287015408,0.2303918297867405
0.66,-0.06791648779442883,-0.06791648779442883,0.14740533120585667,0.14740533120585667,0.0,1.18,0.0,1.1799164207603137,0.23031931529024546
0.68,-0.069872500054112,-0.069872500054112,0.15165200509409799,0.15165200509409799,0.0,1.18,0.0,1.1799248622838878,0.23024491321466597
0.7,-0.07182236095880977,-0.07182236095880977,0.15588543980212888,0.15588543980212888,0.0,1.18,0.0,1.1799325179472175,0.23016864407716597
0.72,-0.0737660570105872,-0.0737660570105872,0.16010560820446904,0.16010560820446904,0.0,1.18,0.0,1.1799394498980367,0.23009052839490943
