Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
time,q1_l,q1_r,q2_l,q2_r,ZMPx,ZMPy,CoMx,CoMy,CoMz
0.0,-9.710993202687197e-9,-9.710993202687197e-9,2.1073424255447017e-8,2.1073424255447017e-8,-7.590338906473724e-16,1.18,0.0,1.18,0.21902787835056647
0.02,-0.002152041029586094,-0.002152041029586094,0.0046700548701355225,0.0046700548701355225,-7.590338906473724e-16,1.18,-9.916622500069886e-18,1.1799926424343186,0.21902720095897152
0.04,-0.004298325086628053,-0.004298325086628053,0.009327621055756666,0.009327621055756666,-7.590338906473724e-16,1.18,-6.878126235727159e-17,1.1799493833242678,0.21902517602901664
0.06,-0.0064388415698457225,-0.0064388415698457225,0.013972679769196743,0.013972679769196743,-7.590338906473724e-16,1.18,-1.7960354020920177e-16,1.179870015102896,0.2190218144279466
0.08,-0.008573579799313707,-0.008573579799313707,0.018605211983921444,0.018605211983921444,-7.590338906473724e-16,1.18,-3.198635547454058e-16,1.1797732833556864,0.21901712702300627
0.1,-0.010702529016172116,-0.010702529016172116,0.02322519843436284,0.02322519843436284,-7.590338906473724e-16,1.18,-4.644992930254653e-16,1.179678762230043,0.2190111246814405
0.12,-0.01282567838197151,-0.01282567838197151,0.02783261961494149,0.02783261961494149,-7.590338906473724e-16,1.18,-5.9555049809989055e-16,1.1795996524944699,0.21900381827049412
0.14,-0.014943016978134797,-0.014943016978134797,0.032427455779334716,0.032427455779334716,-7.590338906473724e-16,1.18,-7.039153486377357e-16,1.1795418377395073,0.21899521865741195
0.16,-0.01705453380539175,-0.01705453380539175,0.037009686939687376,0.037009686939687376,-7.590338906473724e-16,1.18,-7.875024417195751e-16,1.1795056683019547,0.2189853367094388
0.18,-0.019160217783298596,-0.019160217783298596,0.041579292865984295,0.041579292865984295,-7.590338906473724e-16,1.18,-8.484532751745673e-16,1.1794883341844156,0.2189741832938196
0.2,-0.021260057749586773,-0.021260057749586773,0.04613625308504743,0.04613625308504743,-7.590338906473724e-16,1.18,-8.907544716985559e-16,1.1794858149396248,0.21896176927779912
0.22,-0.02335404245971026,-0.02335404245971026,0.05068054687996677,0.05068054687996677,-7.590338906473724e-16,1.18,-9.18663659920392e-16,1.1794941158644863,0.2189481055286222
0.24,-0.025442160586194924,-0.025442160586194924,0.05521215328907599,0.05521215328907599,-7.590338906473724e-16,1.18,-9.359004483895754e-16,1.1795098667986508,0.21893320291353371
0.26,-0.02752440071811013,-0.02752440071811013,0.05973105110520446,0.05973105110520446,-7.590338906473724e-16,1.18,-9.453769866148564e-16,1.1795304867989729,0.2189170722997785
0.28,-0.02960075136049977,-0.02960075136049977,0.06423721887481547,0.06423721887481547,-7.590338906473724e-16,1.18,-9.492315695439875e-16,1.179554114682927,0.21889972455460133
0.3,-0.03167120093381534,-0.03167120093381534,0.0687306348971579,0.0687306348971579,-7.590338906473724e-16,1.18,-9.489874054130564e-16,1.179579450626395,0.2188811705452471
0.32,-0.03373573777332089,-0.03373573777332089,0.07321127722333778,0.07321127722333778,-7.590338906473724e-16,1.18,-9.457298017634795e-16,1.1796055930325497,0.21886142113896068
0.34,-0.03579435012850432,-0.03579435012850432,0.07767912365540099,0.07767912365540099,-7.590338906473724e-16,1.18,-9.402522744518736e-16,1.1796319076611976,0.21884048720298682
0.36,-0.037847026162508714,-0.037847026162508714,0.08213415174545524,0.08213415174545524,-7.590338906473724e-16,1.18,-9.331585190533295e-16,1.1796579368888165,0.21881837960457043
0.38,-0.03989375395153303,-0.03989375395153303,0.08657633879471376,0.08657633879471376,-7.590338906473724e-16,1.18,-9.249255356581074e-16,1.1796833429096771,0.21879510921095632
0.4,-0.04193452148422798,-0.04193452148422798,0.09100566185252355,0.09100566185252355,-7.590338906473724e-16,1.18,-9.159393671531153e-16,1.1797078744605212,0.21877068688938933
0.42,-0.04396931666110428,-0.04396931666110428,0.09542209771541518,0.09542209771541518,-7.590338906473724e-16,1.18,-9.065145094340288e-16,1.1797313475369686,0.2187451235071143
0.44,-0.04599812729390944,-0.04599812729390944,0.09982562292607683,0.09982562292607683,-7.590338906473724e-16,1.18,-8.969050866101384e-16,1.179753633307722,0.21871842993137605
0.46,-0.04802094110503273,-0.04802094110503273,0.10421621377238374,0.10421621377238374,-7.590338906473724e-16,1.18,-8.87312652661798e-16,1.1797746492135743,0.21869061702941947
0.48,-0.05003774572687501,-0.05003774572687501,0.10859384628634461,0.10859384628634461,-7.590338906473724e-16,1.18,-8.778929823408119e-16,1.1797943513184903,0.21866169566848936
0.5,-0.05204852870122442,-0.05204852870122442,0.11295849624305565,0.11295849624305565,-7.590338906473724e-16,1.18,-8.68762659081663e-16,1.179812727242815,0.21863167671583056
0.52,-0.05405327747863138,-0.05405327747863138,0.1173101391596446,0.1173101391596446,-7.590338906473724e-16,1.18,-8.600054931391638e-16,1.1798297896211178,0.2186005710386879
0.54,-0.0560519794177589,-0.0560519794177589,0.12164875029415963,0.12164875029415963,-7.590338906473724e-16,1.18,-8.516785382185896e-16,1.1798455702270112,0.21856838950430627
0.56,-0.05804462178476106,-0.05804462178476106,0.1259743046445102,0.1259743046445102,-7.590338906473724e-16,1.18,-8.438174768095564e-16,1.1798601148978045,0.21853514297993043
0.58,-0.0600311917526214,-0.0600311917526214,0.13028677694731824,0.13028677694731824,-7.590338906473724e-16,1.18,-8.364412460334624e-16,1.1798734793089816,0.21850084233280526
0.6,-0.06201167640049312,-0.06201167640049312,0.13458614167676383,0.13458614167676383,-7.590338906473724e-16,1.18,-8.295558843770623e-16,1.1798857255651207,0.2184654984301756
0.62,-0.06398606271304766,-0.06398606271304766,0.13887237304344785,0.13887237304344785,-7.590338906473724e-16,1.18,-8.231576569690889e-16,1.1798969195184192,0.21842912213928628
0.64,-0.06595433757979666,-0.06595433757979666,0.1431454449931908,0.1431454449931908,-7.590338906473724e-16,1.18,-8.172355567551586e-16,1.1799071287015408,0.21839172432738216
0.66,-0.06791648779442896,-0.06791648779442896,0.14740533120585667,0.14740533120585667,-7.590338906473724e-16,1.18,-8.11773289149774e-16,1.1799164207603137,0.21835331586170806
0.68,-0.06987250005411212,-0.06987250005411212,0.15165200509409799,0.15165200509409799,-7.590338906473724e-16,1.18,-8.067508401606528e-16,1.1799248622838878,0.21831390760950883
0.7,-0.07182236095880988,-0.07182236095880988,0.15588543980212888,0.15588543980212888,-7.590338906473724e-16,1.18,-8.021457125094287e-16,1.1799325179472175,0.21827351043802928
0.72,-0.0737660570105873,-0.0737660570105873,0.16010560820446904,0.16010560820446904,-7.590338906473724e-16,1.18,-7.97933897424598e-16,1.1799394498980367,0.21823213521451426
0.74,-0.07570357461289944,-0.07570357461289944,0.1643124829046423,0.1643124829046423,-7.590338906473724e-16,1.18,-7.940906349047114e-16,1.1799457173353605,0.21818979280620865
0.76,-0.07763490006988404,-0.07763490006988404,0.16850603623388574,0.16850603623388574,-7.590338906473724e-16,1.18,-7.905910034732127e-16,1.1799513762382754,0.21814649408035724
0.78,-0.07956001958563134,-0.07956001958563134,0.1726862402498013,0.1726862402498013,-7.590338906473724e-16,1.18,-7.874103716628877e-16,1.179956479212616,0.21810224990420488
